ID,Year,Mileage,State,Make,Model
618,2007,166786," IL",Ford,Escape4WD
619,2012,67591," CA",Audi,Q7quattro
620,2012,111402," NC",Chevrolet,Express
621,2012,118731," WI",Ford,EscapeFWD
622,2014,45368," NE",Chevrolet,Silverado
623,2017,24091," LA",Ford,MustangGT
624,2005,126213," SC",Nissan,Frontier
625,2016,44402," TX",Toyota,CamrySE
626,2016,19590," VA",Cadillac,Escalade
627,2012,210944," NC",Ram,15004WD
628,2014,16293," CA",Ford,Transit
629,2014,29451," PA",Ford,EscapeSE
630,2010,41241," RI",Mercedes-Benz,C-Class4dr
631,2012,87204," IL",Jeep,PatriotSport
632,2011,107052," IN",GMC,TerrainAWD
633,2016,15844," TX",Toyota,CamryXLE
634,2014,29472," TX",Toyota,CamrySE
635,2007,192111," WA",Dodge,Ram
636,2013,66902," WA",Chevrolet,Silverado
637,2012,67176," PA",Honda,CR-VEX
638,2010,128966," CA",Chevrolet,Camaro2dr
639,2012,99792," GA",Ram,15002WD
640,2015,11908," VA",Chevrolet,Malibu1LT
641,2008,154487," FL",Toyota,Camry4dr
642,2007,181361," OK",GMC,Sierra
643,2012,33943," TX",Toyota,Corolla4dr
644,2012,64823," FL",Toyota,TundraBase
645,2006,169538," CO",GMC,Yukon
646,2015,108004," TX",Chevrolet,Tahoe2WD
647,2015,30738," FL",Mazda,CX-9Grand
648,2013,24057," GA",Toyota,HighlanderLimited
649,2008,117411," NC",Toyota,Avalon4dr
650,2012,45578," VA",Ford,Fusion4dr
651,2015,49271," NC",Dodge,ChargerSXT
652,2016,37801," IN",Chevrolet,Suburban4WD
653,2016,30127," CA",Ford,Explorer4WD
654,2011,106339," NY",Toyota,Corolla4dr
655,2011,103405," TN",Cadillac,CTS
656,2012,47721," CO",Hyundai,Santa
657,2017,32719," FL",Chevrolet,MalibuLT
658,2014,30703," CA",Jeep,Grand
659,2014,30651," FL",Lexus,GS
660,2015,29905," NY",Honda,PilotSE
661,2014,58399," FL",Toyota,CamryXLE
662,2017,19849," TX",Ford,F-150XLT
663,2014,80357," MD",Ford,ExpeditionLimited
664,2011,99130," WA",Dodge,Grand
665,2011,74255," FL",Toyota,Camry4dr
666,2013,55645," KY",Ford,EscapeSE
667,2017,13671," FL",Chevrolet,TahoeLT
668,2017,7650," OK",Chevrolet,MalibuLT
669,2015,22606," WA",Mercedes-Benz,C-ClassC300
670,2010,93278," OK",Toyota,Prius5dr
671,2015,36975," CA",Kia,OptimaSX
672,2017,28278," CO",Jeep,CherokeeLimited
673,2014,39418," TX",Ford,ExplorerXLT
674,2008,89326," VA",Nissan,350Z2dr
675,2014,68380," IN",Ford,FocusTitanium
676,2017,26298," FL",Toyota,Yaris
677,2013,44217," PA",Honda,CR-VEX-L
678,2012,84530," CA",Honda,Accord
679,2016,50552," GA",Chevrolet,Malibu
680,2016,8310," OH",Dodge,ChallengerR/T
681,2013,49849," NY",GMC,AcadiaAWD
682,2014,53473," TX",Toyota,HighlanderFWD
683,2017,4832," NC",Chevrolet,TraverseFWD
684,2016,28256," FL",Ford,FusionSE
685,2015,19478," PA",Ford,EscapeFWD
686,2014,21498," KY",BMW,X3xDrive28i
687,2013,31350," MN",Chrysler,Town
688,2017,17665," CA",Chevrolet,MalibuLT
689,2017,22652," FL",Chrysler,PacificaLimited
690,2016,12607," FL",Kia,SorentoEX
691,2014,47263," NC",Cadillac,SRXLuxury
692,2014,28679," CO",Jeep,Grand
693,2004,210870," AL",Toyota,4RunnerSR5
694,2017,29135," NM",Chevrolet,TraverseFWD
695,2016,9895," LA",Dodge,ChargerSXT
696,2004,72060," CA",Audi,S44dr
697,2015,48951," NY",Hyundai,Elantra4dr
698,2015,24420," WI",Dodge,JourneySXT
699,2009,62174," FL",Chevrolet,Malibu4dr
700,2007,189887," NC",Chevrolet,Tahoe2WD
701,2014,84347," GA",Chevrolet,MalibuLS
702,2015,15813," MD",Toyota,TacomaBase
703,2007,137702," VA",Jeep,LibertySport
704,2015,35939," WI",Lincoln,MKXAWD
705,2015,39550," NJ",Buick,LaCrosseAWD
706,2014,23060," VA",Toyota,AvalonXLE
707,2015,85730," FL",Chevrolet,SonicHatch
708,2012,140710," FL",Toyota,Prius5dr
709,2014,57240," OK",Chevrolet,Silverado
710,2014,66876," LA",Dodge,ChallengerR/T
711,2015,28950," GA",Toyota,Prius
712,2015,35167," IL",Lincoln,Navigator4WD
713,2015,31407," CA",Chevrolet,CamaroCoupe
714,2013,86782," MA",Ford,Super
715,2007,120555," NC",Chrysler,3004dr
716,2015,27068," MA",Toyota,CamrySE
717,2015,17086," TX",Dodge,ChargerSXT
718,2013,59070," IL",Chevrolet,Silverado
719,2014,14066," CA",BMW,3
720,2011,92895," TN",Nissan,Maxima4dr
721,2016,43494," IL",Ford,FocusSE
722,2015,81902," AL",Lexus,ESES
723,2014,29932," MN",Chevrolet,Silverado
724,2016,22134," TN",Chevrolet,MalibuLT
725,2007,111360," SC",Honda,CR-VEX-L
726,2015,50001," FL",Hyundai,Santa
727,2017,27995," FL",Hyundai,ElantraLimited
728,2014,19263," CA",GMC,Sierra
729,2014,45544," NV",Ford,FlexSEL
730,2015,21913," UT",Ford,F-1504WD
731,2013,79983," FL",Honda,Accord
732,2015,28264," MA",Hyundai,SonataSE
733,2013,56254," WA",BMW,3
734,2013,40646," VA",Toyota,TacomaBase
735,2010,126007," OH",Dodge,Ram
736,2016,33102," MO",Toyota,PriusTwo
737,2013,72855," NC",Ford,FlexSEL
738,2017,18449," TX",Jeep,CompassSport
739,2014,24197," VA",Lexus,GS
740,2006,226962," CA",Toyota,Prius5dr
741,2004,111165," FL",Dodge,Durango4dr
742,2009,79509," NJ",Honda,Accord
743,2010,69910," PA",Dodge,Ram
744,2013,103599," CA",Jeep,WranglerSport
745,2012,29675," SC",Nissan,Murano2WD
746,2015,18973," GA",Honda,PilotSE
747,2017,9669," FL",Toyota,Tundra
748,2012,40851," IL",Honda,AccordEX-L
749,2015,36505," MA",Ford,F-150XLT
750,2006,106063," WA",Dodge,Ram
751,2014,29863," NC",Ford,FusionSE
752,2017,13419," GA",Ram,25004WD
753,2017,16770," GA",GMC,AcadiaFWD
754,2015,28325," IN",Chevrolet,Silverado
755,2014,65971," FL",Volkswagen,Passat4dr
756,2015,37619," FL",Kia,ForteLX
757,2016,33659," AZ",Ford,FusionSE
758,2014,48910," VA",Honda,OdysseyLX
759,2015,43768," FL",Toyota,CorollaLE
760,2013,43193," CO",Toyota,4RunnerLimited
761,2015,21179," MN",Chevrolet,Silverado
762,2017,30982," KS",Toyota,CamrySE
763,2015,55881," FL",Honda,PilotSE
764,2016,5824," TX",GMC,CanyonCrew
765,2013,70146," PA",Ford,F-150SuperCrew
766,2014,36622," NC",Honda,AccordEX
767,2006,140118," VA",Toyota,Tacoma4WD
768,2011,31349," PA",Chevrolet,Corvette2dr
769,2009,89726," MO",Chevrolet,Tahoe4WD
770,2015,32813," MT",GMC,Sierra
771,2015,20566," NY",Honda,CR-VLX
772,2014,60752," SC",Nissan,PathfinderS
773,2016,52240," GA",Dodge,ChargerSXT
774,2014,27930," OK",Ford,F-250XL
775,2015,16461," MO",Chevrolet,Silverado
776,2016,3544," PA",Chevrolet,MalibuLS
777,2014,38891," WA",Kia,SportageSX
778,2014,12972," TX",Dodge,ChallengerR/T
779,2017,23362," OH",Chevrolet,MalibuLT
780,2013,47886," FL",Land,Rover
781,2014,24173," MI",Buick,RegalTurbo
782,2014,43533," NY",GMC,Sierra
783,2005,106074," CO",GMC,Yukon
784,2014,25994," TX",Chevrolet,Silverado
785,2014,47657," TX",Toyota,CorollaL
786,2012,72734," FL",Mazda,Mazda35dr
787,2017,4957," RI",BMW,3
788,2017,16837," FL",Chevrolet,MalibuLT
789,2015,4495," MD",Chrysler,300300S
790,2016,35956," CA",Toyota,CamrySE
791,2014,32003," TX",Ford,EscapeSE
792,2015,65090," GA",Chevrolet,Tahoe2WD
793,2014,37546," WI",Ford,F-1504WD
794,2015,14443," PA",Nissan,MuranoAWD
795,2016,20501," MO",Chevrolet,Silverado
796,2016,9334," TX",Toyota,RAV4LE
797,2015,29540," TX",GMC,Sierra
798,2017,11351," AZ",Subaru,ImprezaSport
799,2011,107732," IN",Nissan,MuranoAWD
800,2017,22912," TX",Ford,F-150XL
801,2017,5510," IN",Kia,ForteLX
802,2013,18571," FL",Toyota,TacomaPreRunner
803,2016,26593," GA",Toyota,CorollaLE
804,2013,95674," NM",Hyundai,Santa
805,2013,20512," CA",Honda,CR-VLX
806,2013,47431," OH",GMC,Sierra
807,2016,16274," FL",Toyota,CamryLE
808,2007,87864," CT",Acura,MDX4WD
809,2010,104028," AZ",Honda,AccordEX
810,2016,7572," NV",FIAT,500Pop
811,2015,67854," AZ",Dodge,Durango2WD
812,2015,69565," IN",Volkswagen,Jetta
813,2008,86829," IL",MINI,Cooper
814,2017,27875," OH",Chevrolet,CruzeSedan
815,2014,36126," MD",Volvo,XC90AWD
816,2016,68834," KS",GMC,Sierra
817,2007,96058," CA",Dodge,Dakota2WD
818,2012,65467," NC",Dodge,Charger4dr
819,2014,23890," WI",Acura,RDXFWD
820,2014,59587," AZ",Ford,FlexLimited
821,2014,86001," PA",Subaru,Legacy2.5i
822,2011,31132," CO",Nissan,Xterra4WD
823,2012,69592," CA",Kia,ForteEX
824,2017,16133," CA",Dodge,JourneySXT
825,2012,130871," OK",Honda,Pilot4WD
826,2013,61340," AL",Hyundai,TucsonLimited
827,2016,29242," NM",GMC,CanyonCrew
828,2014,53612," KY",Chevrolet,Silverado
829,2007,105100," MD",Toyota,Tundra4WD
830,2016,22933," IN",Honda,Civic
831,2016,23032," MD",Toyota,CamrySE
832,2015,7501," WA",Honda,CivicEX
833,2007,80849," CO",Toyota,Camry
834,2015,19180," MN",Honda,Accord
835,2016,44228," IL",Toyota,CamrySE
836,2016,14256," FL",Hyundai,Santa
837,2015,43785," VA",Ford,Super
838,2011,114688," FL",Ford,Expedition2WD
839,2016,27972," TX",Ram,35004WD
840,2004,131677," TX",Honda,PilotEX
841,2017,9410," FL",Volkswagen,Golf
842,2014,43381," PA",Ford,ExplorerXLT
843,2016,49113," CA",Chrysler,200Limited
844,2007,114957," CO",BMW,6
845,2017,24470," CA",Chevrolet,CamaroCoupe
846,2016,44061," CA",Kia,RioLX
847,2008,123310," GA",Cadillac,Escalade
848,2015,5040," NJ",Volkswagen,Golf
849,2015,10586," CA",Ford,MustangGT
850,2010,111717," GA",Kia,ForteEX
851,2007,54545," CA",Buick,Lucerne4dr
852,2013,58749," VA",Chevrolet,Silverado
853,2015,41210," ME",Volkswagen,Passat4dr
854,2012,120011," GA",Ford,F-150XLT
855,2016,24384," AL",Honda,Accord
856,2014,78480," TX",Jeep,Grand
857,2016,38400," NC",Honda,CivicLX
858,2016,6111," FL",Subaru,Impreza
859,2014,28512," CA",Volkswagen,TiguanSE
860,2014,65715," NC",Toyota,TacomaBase
861,2014,28275," NV",Chevrolet,CamaroCoupe
862,2015,39437," AK",Hyundai,Santa
863,2011,66222," NC",Chevrolet,Silverado
864,2013,42246," MD",Hyundai,Elantra4dr
865,2016,65361," TX",Ram,25004WD
866,2014,27690," FL",BMW,3
867,2010,96274," ID",MINI,Cooper
868,2012,67227," NY",GMC,TerrainAWD
869,2012,57314," UT",Toyota,Camry
870,2016,41137," TX",Toyota,AvalonLimited
871,2015,34442," MA",Honda,PilotEX
872,2007,125123," AR",Dodge,Ram
873,2016,10937," MO",Honda,Pilot4WD
874,2017,4258," NY",Mercedes-Benz,E-ClassE
875,2012,93753," SC",Ford,ExplorerFWD
876,2016,38375," MN",Ford,EscapeSE
877,2016,15015," MS",Honda,OdysseyEX-L
878,2015,52223," IA",Volkswagen,Passat4dr
879,2017,31684," FL",Ford,EscapeFWD
880,2015,16499," FL",Toyota,Tacoma4WD
881,2014,41686," FL",Land,Rover
882,2017,22295," FL",Ford,F-150XLT
883,2007,215790," LA",Dodge,Ram
884,2007,128693," TN",GMC,AcadiaFWD
885,2016,14997," CA",MINI,Cooper
886,2016,23612," FL",Chevrolet,Malibu
887,2013,134963," DE",Ford,TaurusSEL
888,2015,46103," CA",Hyundai,SonataLimited
889,2014,41939," CA",Toyota,CorollaL
890,2015,27773," CA",Ford,F-1502WD
891,2010,118461," CO",Jeep,Wrangler
892,2015,15293," CO",Chevrolet,Tahoe4WD
893,2012,101159," CT",Toyota,Tacoma4WD
894,1998,50884," FL",Chevrolet,Corvette2dr
895,2017,11780," LA",Ford,FlexLimited
896,2004,178928," VA",Honda,CR-VEX
897,2014,94252," GA",Toyota,PriusTwo
898,2017,27266," OK",Chevrolet,CamaroCoupe
899,2013,34621," VA",Volkswagen,CC4dr
900,2014,17294," NY",Kia,SoulBase
901,2013,75942," TX",Toyota,4RunnerLimited
902,2017,21184," IL",GMC,AcadiaFWD
903,2014,56242," MS",Honda,CivicSi
904,2017,6918," GA",Mercedes-Benz,C-ClassC
905,2014,28411," FL",Honda,Accord
906,2013,53002," TN",Chevrolet,Silverado
907,2017,28100," NY",Kia,OptimaLX
908,2017,2869," TX",Mercedes-Benz,E-ClassE
909,2015,21285," NC",Lexus,IS
910,2012,44290," NJ",Buick,LaCrosseAWD
911,2017,24584," CA",GMC,TerrainFWD
912,2014,19429," WA",Honda,Accord
913,2012,52844," AK",Chevrolet,ImpalaLT
914,2015,45248," TX",Chevrolet,Silverado
915,2015,66459," TN",Chevrolet,Tahoe4WD
916,2014,65040," NC",Chevrolet,Silverado
917,2016,41623," LA",Chrysler,300300C
918,2008,178176," TX",Chevrolet,Silverado
919,2016,6912," UT",Toyota,CorollaS
920,2011,133924," NC",Chevrolet,Impala4dr
921,2015,55786," NH",Chevrolet,Silverado
922,2015,65514," GA",Chevrolet,Silverado
923,2012,104543," MD",Kia,SportageEX
924,2015,34287," MA",Toyota,SiennaLE
925,2006,148347," TX",Toyota,Tundra2WD
926,2016,20084," TX",Toyota,4RunnerSR5
927,2013,27989," FL",Chevrolet,Silverado
928,2005,105036," WA",Toyota,Tacoma2WD
929,2016,14473," NC",Volkswagen,Jetta
930,2014,39708," FL",Land,Rover
931,2012,26829," MD",Lexus,ISIS
932,2012,47978," OH",Hyundai,Sonata4dr
933,2012,68689," WA",Lexus,IS
934,2016,31195," CA",Chevrolet,MalibuLT
935,2015,23417," TX",Ford,Super
936,2014,106279," MS",Chevrolet,Silverado
937,2017,26545," AZ",Hyundai,Elantra4dr
938,2012,105420," FL",Ford,Super
939,2017,17551," CA",Dodge,ChallengerR/T
940,2017,4735," NC",BMW,3
941,2014,55125," MO",Chevrolet,EquinoxAWD
942,2011,73894," FL",Lexus,LS
943,2014,27714," TX",Toyota,CorollaS
944,2014,34178," CA",Volkswagen,TiguanSE
945,2016,10175," IN",Chevrolet,Silverado
946,2008,79636," NY",Ford,Econoline
947,2014,23910," TX",BMW,5
948,2014,70104," CA",Toyota,CamrySE
949,2002,86093," GA",Ford,Econoline
950,2012,45120," CA",Ford,F-250Lariat
951,2010,126839," MD",Ford,Escape4WD
952,2007,95301," MA",Cadillac,EscaladeAWD
953,2016,29048," FL",Toyota,CorollaL
954,2016,13273," CO",Lexus,RX
955,2017,25566," TX",Kia,SedonaLX
956,2017,19977," CA",Chevrolet,MalibuLT
957,2015,97657," IN",Jeep,Grand
958,2007,166931," OH",Honda,Civic
959,2008,123220," CO",Land,Rover
960,2016,7149," OR",Ford,Super
961,2015,27815," TX",Chevrolet,EquinoxFWD
962,2016,15961," VA",Lexus,RX
963,2013,42159," AL",BMW,3
964,2017,28241," AZ",Chevrolet,TraverseAWD
965,2016,41853," CO",Kia,Soul+
966,2013,58923," GA",Chevrolet,EquinoxFWD
967,2016,12602," CA",Toyota,SiennaXLE
968,2015,16251," IL",Ford,F-150XLT
969,2016,12788," GA",Honda,CR-VEX-L
970,2014,44235," IN",Toyota,CamrySE
971,2006,45140," FL",Bentley,Continental
972,2014,45985," NE",Mercedes-Benz,E-ClassE350
973,2014,40859," TX",BMW,5
974,2015,26292," CA",Toyota,Tundra
975,2014,43777," MA",Nissan,MuranoAWD
976,2014,37643," PA",MINI,Cooper
977,2013,60709," IL",Ford,EdgeSEL
978,2015,18564," NY",Chevrolet,Malibu1LT
979,2017,634," FL",Jeep,Grand
980,2015,8059," CT",Dodge,ChallengerR/T
981,2005,102716," CO",Subaru,Legacy2.5i
982,2016,42412," CO",Jeep,CompassSport
983,2015,30811," IN",Ford,EdgeSEL
984,2014,27644," MD",Honda,Accord
985,2013,77065," NY",Jeep,CompassLatitude
986,2014,82257," OH",Ford,FocusSE
987,2013,42466," TX",Jeep,WranglerSport
988,2016,10896," AR",Honda,CR-VEX-L
989,2017,5210," MN",Hyundai,Santa
990,2016,15426," IL",Audi,Q5quattro
991,2016,34741," TX",Ford,FusionSE
992,2015,57982," IL",Lexus,GX
993,2015,11651," NY",Jeep,Grand
994,2010,184460," AR",Chevrolet,Silverado
995,2011,99313," VA",Hyundai,Sonata4dr
996,2014,40035," KS",Kia,Soul+
997,2013,39853," AZ",INFINITI,G37
998,2015,21586," TX",BMW,5
999,2014,47596," TX",Jeep,Wrangler
1000,2015,57750," NJ",Dodge,JourneySXT
1001,2014,14661," PA",Honda,Civic
1002,2005,72000," TN",Toyota,Tacoma4WD
1003,2017,12539," OH",Chevrolet,CruzeSedan
1004,2010,108811," TX",Mazda,Mazda35dr
1005,2014,58532," NJ",Toyota,SiennaXLE
1006,2016,46849," OH",Chrysler,200Limited
1007,2007,112760," TX",Chrysler,Town
1008,2012,156908," TX",Ford,Econoline
1009,2017,35621," TX",Chevrolet,CruzeSedan
1010,2016,37983," VA",Chevrolet,Suburban4WD
1011,2015,58007," TX",Ford,Super
1012,2012,62898," IL",Volvo,XC60AWD
1013,2011,107216," OH",Toyota,SiennaXLE
1014,2016,14749," NH",Toyota,Tacoma4WD
1015,2012,110396," MI",Ford,ExplorerXLT
1016,2007,112754," SC",Ford,F-1504WD
1017,2016,12839," FL",Chevrolet,Tahoe2WD
1018,2014,33798," VA",Toyota,CamryLE
1019,2012,108028," NM",Nissan,Altima4dr
1020,2011,88562," WA",Toyota,Tacoma4WD
1021,2017,15755," GA",Ford,Super
1022,2016,42821," WA",BMW,3
1023,2013,46414," AR",Jeep,Wrangler
1024,2017,26111," CO",Jeep,CompassSport
1025,2012,161097," VA",Honda,Accord
1026,2016,34567," NJ",Land,Rover
1027,2015,29792," MO",Chevrolet,Silverado
1028,2014,69395," TX",Ram,1500Laramie
1029,2012,69901," GA",Chevrolet,TraverseAWD
1030,2009,85620," FL",Hyundai,Sonata4dr
1031,2014,78679," FL",Ford,FlexSE
1032,2017,21455," FL",Toyota,CamrySE
1033,2016,7094," KY",Honda,Accord
1034,2015,49482," MO",Chevrolet,EquinoxFWD
1035,2013,156987," TX",Chevrolet,Silverado
1036,2010,106809," GA",Chevrolet,Avalanche4WD
1037,2015,19719," PA",GMC,Sierra
1038,2014,52680," TN",Chevrolet,Silverado
1039,2012,95536," MO",Cadillac,CTS
1040,2007,127950," OK",Chevrolet,Silverado
1041,2010,109253," IN",Cadillac,DTS4dr
1042,2014,51739," CA",GMC,AcadiaFWD
1043,2016,21851," GA",Hyundai,Elantra4dr
1044,2016,44975," LA",Ford,ExplorerFWD
1045,2012,90904," VA",Kia,OptimaSX
1046,2013,34769," VA",Toyota,CamryLE
1047,2015,40549," FL",Hyundai,SonataSE
1048,2007,84818," FL",Kia,Sedona4dr
1049,2015,27687," CT",GMC,Sierra
1050,2007,104000," CA",Chevrolet,Impala4dr
1051,2012,26836," PA",Hyundai,Elantra4dr
1052,2016,31535," WA",Honda,OdysseyTouring
1053,2012,60318," WA",Hyundai,Sonata4dr
1054,2010,147302," MN",Ford,F-1504WD
1055,2014,41232," FL",Toyota,RAV4XLE
1056,2016,17523," NJ",Audi,Q5quattro
1057,2012,146229," GA",Chevrolet,CruzeSedan
1058,2017,35041," MO",Chevrolet,ImpalaLT
1059,2014,43234," NC",Cadillac,SRXLuxury
1060,2012,73250," FL",Nissan,RogueFWD
1061,2005,193000," TN",Nissan,Altima4dr
1062,2011,73950," AR",Ford,Mustang2dr
1063,2010,130791," MN",Chevrolet,TraverseAWD
1064,2015,39686," VA",Chevrolet,Silverado
1065,2016,1594," GA",Toyota,Tacoma2WD
1066,2013,52088," TN",Ford,FusionSE
1067,2012,69434," GA",Ford,EscapeLImited
1068,2014,46036," NJ",Ford,Super
1069,2005,96881," OR",Ford,F-1504WD
1070,2009,95285," UT",Mitsubishi,Eclipse3dr
1071,2016,38776," FL",Dodge,Grand
1072,2014,38198," FL",Cadillac,CTS
1073,2010,69027," MO",Toyota,RAV4FWD
1074,2010,74638," NJ",Mercedes-Benz,C-Class4dr
1075,2009,75635," GA",Land,Rover
1076,2013,77611," OH",Honda,Accord
1077,2012,78296," TX",Chrysler,3004dr
1078,2010,104362," TX",Chevrolet,TraverseFWD
1079,2015,54503," MO",Toyota,CorollaL
1080,2016,21272," TX",GMC,TerrainFWD
1081,2013,90818," TX",Ford,FusionSE
1082,2013,124000," AZ",Jeep,PatriotSport
1083,2016,21497," FL",Dodge,JourneyFWD
1084,2015,20748," FL",Hyundai,SonataLimited
1085,2014,23518," LA",Volkswagen,Jetta
1086,2001,170525," WI",Ford,"Excursion137"""
1087,2015,66030," IL",Toyota,Tacoma4WD
1088,2002,109675," NC",Subaru,Legacy
1089,2010,92462," MD",Nissan,MuranoAWD
1090,2012,32761," FL",Toyota,RAV4FWD
1091,2012,67697," VA",Ford,Fusion4dr
1092,2015,42109," VA",GMC,Yukon
1093,2015,41832," FL",Chrysler,200Limited
1094,2017,349," IN",Toyota,Yaris
1095,2016,18546," TX",Toyota,Tundra
1096,2016,21353," PA",Volkswagen,Golf
1097,2017,21121," AZ",Toyota,CamrySE
1098,2017,9918," NC",Chevrolet,CruzeSedan
1099,2011,68422," LA",Mercedes-Benz,C-Class4dr
1100,2006,148432," CO",Dodge,Ram
1101,2013,68641," TN",Land,Rover
1102,2012,91100," OH",Chevrolet,Tahoe4WD
1103,2014,37223," TN",Ford,FocusSE
1104,2017,23650," FL",Hyundai,Santa
1105,2013,73766," MN",Dodge,Grand
1106,2011,80886," MI",Chevrolet,EquinoxFWD
1107,2015,37630," IN",Subaru,Outback3.6R
1108,2014,67364," UT",Honda,OdysseyTouring
1109,2012,87524," AZ",Honda,CivicEX-L
1110,2013,25225," NY",Honda,PilotEX
1111,2012,43720," NY",GMC,AcadiaAWD
1112,2015,36902," FL",Kia,OptimaLX
1113,2014,44470," VA",Chevrolet,Silverado
1114,2014,18191," OH",Chevrolet,EquinoxAWD
1115,2007,230047," TX",GMC,Yukon
1116,2008,114185," FL",Honda,AccordEX-L
1117,2013,62829," AL",Mercedes-Benz,M-ClassML350
1118,2012,75184," TN",INFINITI,QX562WD
1119,2016,52549," IL",Dodge,Grand
1120,2007,69417," FL",Lexus,SC
1121,2014,35157," GA",BMW,7
1122,2013,57619," FL",Ford,EdgeSEL
1123,2012,47060," GA",Toyota,Sienna5dr
1124,2014,35099," IL",GMC,Sierra
1125,2014,42896," NJ",Porsche,CayenneAWD
1126,2016,9959," MD",Volkswagen,Golf
1127,2015,16970," WA",Toyota,Prius
1128,2015,27290," VA",Jeep,Grand
1129,2012,10908," GA",Ford,MustangShelby
1130,2012,93080," VA",Ram,15004WD
1131,2014,43077," TX",Ford,F-150Lariat
1132,2011,86097," NY",Honda,Pilot4WD
1133,2012,127983," FL",Ford,Fusion4dr
1134,2016,29194," TX",GMC,Yukon2WD
1135,2014,61991," MO",Ford,Expedition
1136,2014,20065," VA",Honda,Accord
1137,2016,2722," PA",Hyundai,Elantra4dr
1138,2012,57511," NY",Audi,A44dr
1139,2017,17107," FL",Honda,Accord
1140,2014,37150," MO",Ford,FocusSE
1141,2015,45411," MA",Ford,ExplorerXLT
1142,2017,36513," KS",Ford,Escape4WD
1143,2014,91910," OR",Chevrolet,Tahoe4WD
1144,2016,29542," MN",Ford,Explorer4WD
1145,2013,63882," CA",Toyota,CamryXLE
1146,2014,34371," CO",Kia,ForteEX
1147,2014,41162," TX",Chevrolet,Silverado
1148,2017,18080," TX",Chevrolet,CruzeSedan
1149,2011,103857," OH",Land,Rover
1150,2006,139551," CO",Audi,A44dr
1151,2017,18455," CA",Chevrolet,CruzeSedan
1152,2013,61649," MA",Jeep,CompassLatitude
1153,2017,5147," KS",Mercedes-Benz,C-ClassC
1154,2017,4652," MI",Ram,25004WD
1155,2014,14748," FL",Chevrolet,Silverado
1156,2016,22500," CA",Mercedes-Benz,C-ClassC300
1157,2015,46490," NJ",Dodge,ChargerSE
1158,2014,74851," IL",Jeep,CompassSport
1159,2007,39959," IL",Lexus,ES
1160,2015,20001," TX",Ford,EscapeFWD
1161,2014,35868," CA",Volkswagen,Jetta
1162,2015,39782," MS",Ford,ExplorerXLT
1163,2017,17498," PA",Lincoln,Navigator
1164,2010,32524," NJ",Toyota,RAV44WD
1165,2014,24307," NY",Jeep,Grand
1166,2013,36702," TN",Toyota,CamryLE
1167,2013,99051," TX",Toyota,4RunnerSR5
1168,2012,62468," FL",Ford,F-1502WD
1169,2011,77249," CA",Jeep,Grand
1170,2017,7610," MO",Mercedes-Benz,C-ClassC
1171,2014,32415," AK",Chevrolet,Silverado
1172,2014,88091," AL",Lexus,ESES
1173,2015,15490," OK",Subaru,Impreza2.0i
1174,2006,152635," MD",Toyota,4Runner4dr
1175,2013,59671," SC",INFINITI,G37
1176,2012,54844," KY",Kia,Optima4dr
1177,2015,17090," NJ",Volkswagen,TiguanS
1178,2016,22370," LA",BMW,3
1179,2003,292474," SC",Chevrolet,Silverado
1180,2017,16130," MS",GMC,TerrainFWD
1181,2014,38176," TX",Mercedes-Benz,E-ClassE350
1182,2016,4160," PA",Chrysler,200S
1183,2016,6826," CO",Honda,Accord
1184,2015,51892," TN",Toyota,CorollaS
1185,2016,32337," MS",Hyundai,TucsonFWD
1186,2006,52691," CA",Chevrolet,Corvette2dr
1187,2017,20868," GA",Jeep,Grand
1188,2016,20322," MA",Kia,ForteEX
1189,2014,41081," NJ",Ford,TaurusLimited
1190,2016,44832," TX",Chevrolet,Tahoe2WD
1191,2015,31565," NY",Honda,CivicLX
1192,2007,73790," CA",Lexus,RX
1193,2017,21661," CA",GMC,TerrainFWD
1194,2008,113399," CA",Dodge,Grand
1195,2003,96514," RI",Toyota,Camry
1196,2013,70211," IN",Mitsubishi,Outlander
1197,2012,70427," IL",Honda,OdysseyEX
1198,2010,123801," MO",Toyota,Tundra
1199,2014,32217," MD",BMW,5
1200,2014,10614," ID",Chevrolet,CamaroCoupe
1201,2013,43894," IL",Ford,FusionS
1202,2010,89843," GA",Ford,EdgeSEL
1203,2017,17784," CO",Subaru,Outback2.5i
1204,2012,73731," CA",Volkswagen,CC4dr
1205,2008,154624," NC",MINI,Cooper
1206,2014,21226," CA",MINI,Cooper
1207,2014,41840," TX",Ford,F-1504WD
1208,2011,95089," WA",Ford,Super
1209,2014,20764," PA",Mercedes-Benz,E-ClassE350
1210,2005,135188," FL",Dodge,Dakota2WD
1211,2012,38499," NY",Toyota,Prius5dr
1212,2013,70912," FL",Volkswagen,Jetta
1213,2015,37563," CA",Mercedes-Benz,C-ClassC300
1214,2016,30219," GA",Ford,EscapeSE
1215,2015,28830," TN",Ford,FusionSE
